ies_name	ies_ret	ies+	ies-
IESPGM.PTET51.1.130.250129	0.4167	10	14
IESPGM.PTET51.1.130.253037	0.7037	19	8
IESPGM.PTET51.1.130.253950	0.1014	7	62
IESPGM.PTET51.1.130.256730	0.3333	14	28
IESPGM.PTET51.1.130.258017	0.1556	7	38
IESPGM.PTET51.1.133.3755	0.0769	2	24
IESPGM.PTET51.1.133.4545	0.7576	25	8
IESPGM.PTET51.1.133.4611	0.7273	16	6
IESPGM.PTET51.1.133.4965	0.6087	14	9
IESPGM.PTET51.1.133.6154	0.2951	18	43
IESPGM.PTET51.1.133.11212	0.4151	22	31
IESPGM.PTET51.1.133.12560	0.5143	18	17
IESPGM.PTET51.1.133.13137	0.5000	12	12
IESPGM.PTET51.1.133.15019	0.2826	13	33
IESPGM.PTET51.1.133.15714	0.0833	1	11
IESPGM.PTET51.1.133.16793	0.4722	17	19
IESPGM.PTET51.1.133.17161	0.5000	10	10
IESPGM.PTET51.1.133.17694	0.4203	29	40
IESPGM.PTET51.1.133.18124	0.2222	6	21
IESPGM.PTET51.1.133.18152	0.1364	3	19
IESPGM.PTET51.1.133.18336	0.3143	11	24
IESPGM.PTET51.1.133.19102	0.3182	21	45
IESPGM.PTET51.1.133.19568	0.0976	4	37
IESPGM.PTET51.1.133.19964	0.7222	13	5
IESPGM.PTET51.1.133.20059	0.5238	11	10
IESPGM.PTET51.1.133.20538	0.2958	21	50
IESPGM.PTET51.1.133.23454	0.5500	22	18
IESPGM.PTET51.1.133.25150	0.3750	21	35
IESPGM.PTET51.1.133.25682	0.5909	13	9
IESPGM.PTET51.1.133.25840	0.5405	20	17
IESPGM.PTET51.1.133.26773	0.1346	7	45
IESPGM.PTET51.1.133.26953	0.1622	6	31
IESPGM.PTET51.1.133.28558	0.1489	7	40
IESPGM.PTET51.1.133.29122	0.3421	13	25
IESPGM.PTET51.1.133.30120	0.3448	10	19
IESPGM.PTET51.1.133.30745	0.3333	8	16
IESPGM.PTET51.1.133.31196	0.4583	11	13
IESPGM.PTET51.1.133.31956	0.2754	19	50
IESPGM.PTET51.1.133.32156	0.2750	11	29
IESPGM.PTET51.1.133.32264	0.2923	19	46
IESPGM.PTET51.1.133.34534	0.3387	21	41
IESPGM.PTET51.1.133.36132	0.4000	16	24
IESPGM.PTET51.1.133.37210	0.4697	31	35
IESPGM.PTET51.1.133.37535	0.3467	26	49
IESPGM.PTET51.1.133.37973	0.3585	19	34
IESPGM.PTET51.1.133.38059	0.2222	8	28
IESPGM.PTET51.1.133.38081	0.4151	22	31
IESPGM.PTET51.1.133.38091	0.5068	37	36
IESPGM.PTET51.1.133.38369	0.6226	33	20
IESPGM.PTET51.1.133.38757	0.1739	16	76
IESPGM.PTET51.1.133.39560	0.1613	5	26
IESPGM.PTET51.1.133.40239	0.5429	19	16
IESPGM.PTET51.1.133.40263	0.4146	17	24
IESPGM.PTET51.1.133.41673	0.2632	10	28
IESPGM.PTET51.1.133.43521	0.4103	32	46
IESPGM.PTET51.1.133.49282	0.8182	9	2
IESPGM.PTET51.1.133.50545	0.5882	30	21
IESPGM.PTET51.1.133.50665	0.4194	13	18
IESPGM.PTET51.1.133.53500	0.3333	12	24
IESPGM.PTET51.1.133.54418	0.5294	18	16
IESPGM.PTET51.1.133.60822	0.3721	32	54
IESPGM.PTET51.1.133.60895	0.1600	8	42
IESPGM.PTET51.1.133.61611	0.3226	20	42
IESPGM.PTET51.1.133.62664	0.2576	17	49
IESPGM.PTET51.1.133.63946	0.4634	38	44
IESPGM.PTET51.1.133.65065	0.1944	14	58
IESPGM.PTET51.1.133.65643	0.1915	9	38
IESPGM.PTET51.1.133.67686	0.3500	14	26
IESPGM.PTET51.1.133.67854	0.4375	21	27
IESPGM.PTET51.1.133.68459	0.4110	30	43
IESPGM.PTET51.1.133.68783	0.3398	35	68
IESPGM.PTET51.1.133.69121	0.3803	27	44
IESPGM.PTET51.1.133.69895	0.6346	33	19
IESPGM.PTET51.1.133.70705	0.2656	17	47
IESPGM.PTET51.1.133.73020	0.2162	8	29
IESPGM.PTET51.1.133.73625	0.0263	1	37
IESPGM.PTET51.1.133.74206	0.2917	14	34
IESPGM.PTET51.1.133.75605	0.7368	14	5
IESPGM.PTET51.1.133.75619	0.7727	17	5
IESPGM.PTET51.1.133.76932	0.4286	15	20
IESPGM.PTET51.1.133.80051	0.2000	3	12
IESPGM.PTET51.1.133.83082	0.1148	7	54
IESPGM.PTET51.1.133.83233	0.7073	29	12
IESPGM.PTET51.1.133.85059	0.4643	13	15
IESPGM.PTET51.1.133.88041	0.5152	17	16
IESPGM.PTET51.1.133.91872	0.1795	7	32
IESPGM.PTET51.1.133.91913	0.2500	9	27
IESPGM.PTET51.1.133.94405	0.3250	13	27
IESPGM.PTET51.1.133.94755	0.5507	38	31
IESPGM.PTET51.1.133.96183	0.4615	12	14
IESPGM.PTET51.1.133.99044	0.4545	20	24
IESPGM.PTET51.1.133.99295	0.7647	26	8
IESPGM.PTET51.1.133.99473	0.3725	19	32
IESPGM.PTET51.1.133.99833	0.7222	26	10
IESPGM.PTET51.1.133.99982	0.3636	8	14
IESPGM.PTET51.1.133.100105	0.2333	7	23
IESPGM.PTET51.1.133.100835	0.3188	22	47
IESPGM.PTET51.1.133.101210	0.4000	18	27
IESPGM.PTET51.1.133.101475	0.5000	27	27
IESPGM.PTET51.1.133.102865	0.2340	11	36
IESPGM.PTET51.1.133.109771	0.1176	2	15
IESPGM.PTET51.1.133.112047	0.4074	11	16
IESPGM.PTET51.1.133.112819	0.2857	10	25
IESPGM.PTET51.1.133.114372	0.7500	3	1
IESPGM.PTET51.1.133.115498	0.5333	32	28
IESPGM.PTET51.1.133.116586	0.2812	9	23
IESPGM.PTET51.1.133.116950	0.6923	36	16
IESPGM.PTET51.1.133.117197	0.3043	28	64
IESPGM.PTET51.1.133.118879	0.4677	29	33
IESPGM.PTET51.1.133.119453	0.5417	39	33
IESPGM.PTET51.1.133.119567	0.3023	26	60
IESPGM.PTET51.1.133.120338	0.4828	14	15
IESPGM.PTET51.1.133.123506	0.2558	11	32
IESPGM.PTET51.1.133.127700	0.4000	8	12
IESPGM.PTET51.1.133.128577	0.5405	20	17
IESPGM.PTET51.1.133.131920	0.2105	8	30
IESPGM.PTET51.1.133.135355	0.7333	11	4
IESPGM.PTET51.1.133.135435	0.8621	25	4
IESPGM.PTET51.1.133.135604	0.4375	14	18
IESPGM.PTET51.1.133.135665	0.4419	19	24
IESPGM.PTET51.1.133.140699	0.6154	24	15
IESPGM.PTET51.1.133.141554	0.4186	18	25
IESPGM.PTET51.1.133.142341	0.3881	26	41
IESPGM.PTET51.1.133.142728	0.3846	20	32
IESPGM.PTET51.1.133.143473	0.8000	12	3
IESPGM.PTET51.1.133.144166	0.4222	19	26
IESPGM.PTET51.1.133.144184	0.4762	20	22
IESPGM.PTET51.1.133.144301	0.4727	26	29
IESPGM.PTET51.1.133.144992	0.2581	8	23
IESPGM.PTET51.1.133.146717	0.5278	19	17
IESPGM.PTET51.1.133.147856	0.4773	21	23
IESPGM.PTET51.1.133.148161	0.2895	11	27
IESPGM.PTET51.1.133.148905	0.7200	18	7
IESPGM.PTET51.1.133.148977	0.5714	20	15
IESPGM.PTET51.1.133.149428	0.5098	26	25
IESPGM.PTET51.1.133.150005	0.3500	21	39
IESPGM.PTET51.1.133.150021	0.3684	28	48
IESPGM.PTET51.1.133.150142	0.2985	20	47
IESPGM.PTET51.1.133.150216	0.1346	7	45
IESPGM.PTET51.1.133.150887	0.4902	25	26
IESPGM.PTET51.1.133.153891	0.2857	4	10
IESPGM.PTET51.1.133.153944	0.8000	12	3
IESPGM.PTET51.1.133.156021	0.2075	11	42
IESPGM.PTET51.1.133.157543	0.3750	18	30
IESPGM.PTET51.1.133.157893	0.3421	13	25
IESPGM.PTET51.1.133.159417	0.2955	26	62
IESPGM.PTET51.1.133.159844	0.3500	21	39
IESPGM.PTET51.1.133.160462	0.5804	65	47
IESPGM.PTET51.1.133.161795	0.3111	14	31
IESPGM.PTET51.1.133.163324	0.4615	6	7
IESPGM.PTET51.1.133.163362	0.4615	6	7
IESPGM.PTET51.1.133.163777	0.7037	19	8
IESPGM.PTET51.1.133.164330	0.2727	18	48
IESPGM.PTET51.1.133.166677	0.4286	21	28
IESPGM.PTET51.1.133.168937	0.6579	25	13
IESPGM.PTET51.1.133.169487	0.4667	7	8
IESPGM.PTET51.1.133.171082	0.5200	13	12
IESPGM.PTET51.1.133.171172	0.6818	15	7
IESPGM.PTET51.1.133.171379	0.4074	33	48
IESPGM.PTET51.1.133.171895	0.4222	19	26
IESPGM.PTET51.1.133.172263	0.2667	8	22
IESPGM.PTET51.1.133.173844	0.4727	26	29
IESPGM.PTET51.1.133.174496	0.4211	8	11
IESPGM.PTET51.1.133.176389	0.7273	16	6
IESPGM.PTET51.1.133.178513	0.2833	17	43
IESPGM.PTET51.1.133.180389	0.3043	21	48
IESPGM.PTET51.1.133.180711	0.3636	8	14
IESPGM.PTET51.1.133.185061	0.3103	9	20
IESPGM.PTET51.1.133.189168	0.4667	7	8
IESPGM.PTET51.1.133.190242	0.4375	35	45
IESPGM.PTET51.1.133.190969	0.5263	20	18
IESPGM.PTET51.1.133.191354	0.2941	10	24
IESPGM.PTET51.1.133.201687	0.4400	22	28
IESPGM.PTET51.1.133.204043	0.4348	20	26
IESPGM.PTET51.1.133.205951	0.3256	14	29
IESPGM.PTET51.1.133.206197	0.6087	42	27
IESPGM.PTET51.1.133.206662	0.6000	24	16
IESPGM.PTET51.1.133.207816	0.6176	21	13
IESPGM.PTET51.1.133.210231	0.3684	21	36
IESPGM.PTET51.1.133.213890	0.2400	12	38
IESPGM.PTET51.1.133.233193	0.5185	28	26
IESPGM.PTET51.1.133.233720	0.3784	14	23
IESPGM.PTET51.1.133.233911	0.5161	16	15
IESPGM.PTET51.1.133.233953	0.4444	12	15
IESPGM.PTET51.1.133.234664	0.4000	26	39
IESPGM.PTET51.1.133.235808	0.8000	32	8
IESPGM.PTET51.1.133.237511	0.2941	5	12
IESPGM.PTET51.1.133.238321	0.2083	10	38
IESPGM.PTET51.1.133.238584	0.5094	27	26
IESPGM.PTET51.1.133.245518	0.8824	30	4
IESPGM.PTET51.1.133.248984	0.4706	24	27
IESPGM.PTET51.1.133.249261	0.5439	31	26
IESPGM.PTET51.1.133.251105	0.4000	22	33
IESPGM.PTET51.1.133.251579	0.3421	13	25
IESPGM.PTET51.1.133.252221	0.3846	10	16
IESPGM.PTET51.1.133.252254	0.1818	4	18
IESPGM.PTET51.1.133.252636	0.3103	9	20
IESPGM.PTET51.1.133.254404	0.6111	11	7
IESPGM.PTET51.1.429.2140	1.0000	15	0
IESPGM.PTET51.1.86.1897	0.6000	30	20
IESPGM.PTET51.1.86.2647	0.6346	33	19
IESPGM.PTET51.1.86.3095	0.5833	35	25
IESPGM.PTET51.1.86.3134	0.0870	2	21
IESPGM.PTET51.1.86.3168	0.1515	5	28
IESPGM.PTET51.1.86.3539	0.4615	24	28
IESPGM.PTET51.1.86.5694	0.4651	20	23
IESPGM.PTET51.1.86.6296	0.6667	12	6
IESPGM.PTET51.1.86.7812	0.7143	15	6
IESPGM.PTET51.1.86.9841	0.0811	6	68
IESPGM.PTET51.1.86.10266	0.5517	16	13
IESPGM.PTET51.1.86.11574	0.3091	17	38
IESPGM.PTET51.1.86.11616	0.4423	23	29
IESPGM.PTET51.1.86.12034	0.2619	11	31
IESPGM.PTET51.1.86.12549	0.4630	25	29
IESPGM.PTET51.1.86.12996	0.3067	23	52
IESPGM.PTET51.1.86.13686	0.3448	20	38
IESPGM.PTET51.1.86.14089	0.5278	19	17
IESPGM.PTET51.1.86.16251	0.3448	20	38
IESPGM.PTET51.1.86.16365	0.4839	30	32
IESPGM.PTET51.1.86.16891	0.6216	23	14
IESPGM.PTET51.1.86.17223	0.4348	20	26
IESPGM.PTET51.1.86.18419	0.3800	19	31
IESPGM.PTET51.1.86.19213	0.1875	9	39
IESPGM.PTET51.1.86.20671	0.2857	14	35
IESPGM.PTET51.1.86.25731	0.4375	14	18
IESPGM.PTET51.1.86.26331	0.4062	26	38
IESPGM.PTET51.1.86.26672	0.3091	17	38
IESPGM.PTET51.1.86.27765	0.2000	8	32
IESPGM.PTET51.1.86.28624	0.0800	4	46
IESPGM.PTET51.1.86.30324	0.4130	19	27
IESPGM.PTET51.1.86.31818	0.4800	24	26
IESPGM.PTET51.1.86.33508	0.2245	11	38
IESPGM.PTET51.1.86.34438	0.3205	25	53
IESPGM.PTET51.1.86.36250	0.3333	27	54
IESPGM.PTET51.1.86.37318	0.3333	25	50
IESPGM.PTET51.1.86.38231	0.3158	24	52
IESPGM.PTET51.1.86.38278	0.4310	25	33
IESPGM.PTET51.1.86.39231	0.5574	34	27
IESPGM.PTET51.1.86.40593	0.6042	29	19
IESPGM.PTET51.1.86.41241	0.4340	23	30
IESPGM.PTET51.1.86.43013	0.3231	21	44
IESPGM.PTET51.1.86.44089	0.5625	18	14
IESPGM.PTET51.1.86.44767	0.3671	29	50
IESPGM.PTET51.1.86.45396	0.2885	15	37
IESPGM.PTET51.1.86.46243	0.3636	12	21
IESPGM.PTET51.1.86.51027	0.5161	16	15
IESPGM.PTET51.1.86.51086	0.4423	23	29
IESPGM.PTET51.1.86.54086	0.7778	14	4
IESPGM.PTET51.1.86.54802	0.3636	12	21
IESPGM.PTET51.1.86.54861	0.5778	26	19
IESPGM.PTET51.1.86.55156	0.8148	22	5
IESPGM.PTET51.1.86.55479	0.3077	4	9
IESPGM.PTET51.1.86.55629	0.5625	9	7
IESPGM.PTET51.1.86.55946	0.3810	8	13
IESPGM.PTET51.1.86.56079	0.8571	12	2
IESPGM.PTET51.1.86.57329	0.4762	10	11
IESPGM.PTET51.1.86.57524	0.3333	2	4
IESPGM.PTET51.1.86.57532	0.7895	15	4
IESPGM.PTET51.1.86.59329	1.0000	25	0
IESPGM.PTET51.1.86.59424	1.0000	21	0
IESPGM.PTET51.1.86.60827	0.4167	15	21
IESPGM.PTET51.1.86.62247	0.2800	7	18
IESPGM.PTET51.1.86.65876	0.4474	17	21
IESPGM.PTET51.1.86.73990	0.5714	12	9
IESPGM.PTET51.1.86.73998	0.5000	11	11
IESPGM.PTET51.1.86.74190	0.6818	15	7
IESPGM.PTET51.1.86.75447	0.5556	5	4
IESPGM.PTET51.1.86.75582	0.8077	21	5
IESPGM.PTET51.1.86.75899	0.4146	17	24
IESPGM.PTET51.1.86.76055	0.6875	22	10
IESPGM.PTET51.1.86.76378	0.3871	12	19
IESPGM.PTET51.1.86.76673	0.5000	23	23
IESPGM.PTET51.1.86.76732	0.2308	6	20
IESPGM.PTET51.1.86.79339	0.4375	21	27
IESPGM.PTET51.1.86.80865	0.2000	7	28
IESPGM.PTET51.1.86.81112	0.3333	17	34
IESPGM.PTET51.1.86.83287	0.2842	27	68
IESPGM.PTET51.1.86.85344	0.3654	19	33
IESPGM.PTET51.1.86.85884	0.5926	32	22
IESPGM.PTET51.1.86.86028	0.3509	20	37
IESPGM.PTET51.1.86.88699	0.7059	24	10
IESPGM.PTET51.1.86.91848	0.5926	16	11
IESPGM.PTET51.1.86.98417	0.0556	1	17
IESPGM.PTET51.1.86.98476	0.2105	4	15
IESPGM.PTET51.1.86.98777	0.0909	1	10
IESPGM.PTET51.1.86.99248	0.6071	17	11
IESPGM.PTET51.1.86.99381	0.3810	8	13
IESPGM.PTET51.1.86.100628	0.7083	17	7
IESPGM.PTET51.1.86.100820	0.3750	6	10
IESPGM.PTET51.1.86.100828	0.7059	24	10
IESPGM.PTET51.1.86.104681	0.1774	11	51
IESPGM.PTET51.1.86.105337	0.6000	3	2
IESPGM.PTET51.1.86.107451	0.2353	8	26
IESPGM.PTET51.1.86.107985	0.2333	14	46
IESPGM.PTET51.1.86.109530	0.4286	21	28
IESPGM.PTET51.1.86.110143	0.2791	24	62
IESPGM.PTET51.1.86.113915	0.3333	7	14
IESPGM.PTET51.1.86.114714	0.5556	20	16
IESPGM.PTET51.1.86.121597	0.2692	7	19
IESPGM.PTET51.1.86.121605	0.0952	2	19
IESPGM.PTET51.1.86.121800	0.7059	24	10
IESPGM.PTET51.1.86.123029	0.7647	13	4
IESPGM.PTET51.1.86.123162	0.6087	14	9
IESPGM.PTET51.1.86.123479	0.5588	19	15
IESPGM.PTET51.1.86.123638	0.6000	12	8
IESPGM.PTET51.1.86.123979	0.5000	24	24
IESPGM.PTET51.1.86.124259	0.6071	17	11
IESPGM.PTET51.1.86.124318	0.5652	13	10
IESPGM.PTET51.1.86.130315	0.4815	26	28
IESPGM.PTET51.1.86.130869	0.0962	5	47
IESPGM.PTET51.1.86.131448	0.1739	8	38
IESPGM.PTET51.1.86.132670	0.4831	57	61
IESPGM.PTET51.1.86.133242	0.3939	26	40
IESPGM.PTET51.1.86.134334	0.3475	41	77
IESPGM.PTET51.1.86.140230	0.5778	26	19
IESPGM.PTET51.1.86.140735	0.2963	8	19
IESPGM.PTET51.1.86.142021	0.4138	12	17
IESPGM.PTET51.1.86.144033	0.5670	55	42
IESPGM.PTET51.1.86.147855	0.4074	22	32
IESPGM.PTET51.1.86.147925	0.5962	31	21
IESPGM.PTET51.1.86.149331	0.7241	21	8
IESPGM.PTET51.1.86.149618	0.3415	14	27
IESPGM.PTET51.1.86.149990	0.2581	8	23
IESPGM.PTET51.1.86.151353	0.3077	12	27
IESPGM.PTET51.1.86.152193	0.4250	17	23
IESPGM.PTET51.1.86.153265	0.4444	24	30
IESPGM.PTET51.1.86.153526	0.4375	14	18
IESPGM.PTET51.1.86.153839	0.4750	38	42
IESPGM.PTET51.1.86.154392	0.1129	7	55
IESPGM.PTET51.1.86.155033	0.5217	24	22
IESPGM.PTET51.1.86.155302	0.1667	6	30
IESPGM.PTET51.1.86.155787	0.5238	22	20
IESPGM.PTET51.1.86.156820	0.6410	25	14
IESPGM.PTET51.1.86.157658	0.3333	5	10
IESPGM.PTET51.1.86.159143	0.2143	9	33
IESPGM.PTET51.1.86.161536	0.4688	15	17
IESPGM.PTET51.1.86.161917	0.3913	9	14
IESPGM.PTET51.1.86.163369	0.1967	12	49
IESPGM.PTET51.1.86.164857	0.2941	15	36
IESPGM.PTET51.1.86.165079	0.3000	12	28
IESPGM.PTET51.1.86.165225	0.3509	20	37
IESPGM.PTET51.1.86.165257	0.3846	30	48
IESPGM.PTET51.1.86.166436	0.3696	34	58
IESPGM.PTET51.1.86.167382	0.4028	29	43
IESPGM.PTET51.1.86.167479	0.2131	13	48
IESPGM.PTET51.1.86.167545	0.0714	3	39
IESPGM.PTET51.1.86.168435	0.5116	22	21
IESPGM.PTET51.1.86.168475	0.5278	38	34
IESPGM.PTET51.1.86.169137	0.5319	25	22
IESPGM.PTET51.1.86.169713	0.6444	29	16
IESPGM.PTET51.1.86.170138	0.4198	34	47
IESPGM.PTET51.1.86.170473	0.6429	18	10
IESPGM.PTET51.1.86.170638	0.7143	10	4
IESPGM.PTET51.1.86.171308	0.6197	44	27
IESPGM.PTET51.1.86.171631	0.2593	14	40
IESPGM.PTET51.1.86.172261	0.3117	24	53
IESPGM.PTET51.1.86.174020	0.3051	18	41
IESPGM.PTET51.1.86.174445	0.6857	24	11
IESPGM.PTET51.1.86.178209	0.3158	6	13
IESPGM.PTET51.1.86.179922	0.3462	18	34
IESPGM.PTET51.1.86.180779	0.0930	4	39
IESPGM.PTET51.1.86.181075	0.4255	20	27
IESPGM.PTET51.1.86.182566	0.3462	9	17
IESPGM.PTET51.1.86.182821	0.5263	20	18
IESPGM.PTET51.1.86.183201	0.3333	14	28
IESPGM.PTET51.1.86.186805	0.1111	7	56
IESPGM.PTET51.1.86.187023	0.3061	15	34
IESPGM.PTET51.1.86.188837	0.2857	10	25
IESPGM.PTET51.1.86.189349	0.1455	8	47
IESPGM.PTET51.1.86.189990	0.8235	14	3
IESPGM.PTET51.1.86.190574	0.1509	8	45
IESPGM.PTET51.1.86.191926	0.4154	27	38
IESPGM.PTET51.1.86.192879	0.2821	22	56
IESPGM.PTET51.1.86.193214	0.4795	35	38
IESPGM.PTET51.1.86.193925	0.1848	17	75
IESPGM.PTET51.1.86.194107	0.3976	33	50
IESPGM.PTET51.1.86.194961	0.0909	3	30
IESPGM.PTET51.1.86.195701	0.3721	16	27
IESPGM.PTET51.1.86.196088	0.5385	14	12
IESPGM.PTET51.1.86.196176	0.0588	2	32
IESPGM.PTET51.1.86.198378	0.4878	40	42
IESPGM.PTET51.1.86.199857	0.3600	9	16
IESPGM.PTET51.1.86.199886	0.4583	11	13
IESPGM.PTET51.1.86.200013	0.4717	25	28
IESPGM.PTET51.1.86.201144	0.3704	10	17
IESPGM.PTET51.1.86.201476	0.9250	37	3
IESPGM.PTET51.1.86.202446	0.4878	20	21
IESPGM.PTET51.1.86.202687	0.6486	24	13
IESPGM.PTET51.1.86.203734	0.3448	20	38
IESPGM.PTET51.1.86.203895	0.3830	18	29
IESPGM.PTET51.1.86.203990	0.4643	26	30
IESPGM.PTET51.1.86.204535	0.3256	14	29
IESPGM.PTET51.1.86.204634	0.5800	29	21
IESPGM.PTET51.1.86.205114	0.1111	1	8
IESPGM.PTET51.1.86.207395	0.4865	18	19
IESPGM.PTET51.1.86.207479	0.6970	23	10
IESPGM.PTET51.1.86.208136	0.5946	22	15
IESPGM.PTET51.1.86.209229	0.5000	8	8
IESPGM.PTET51.1.86.213116	0.5000	6	6
IESPGM.PTET51.1.86.215456	0.3962	21	32
IESPGM.PTET51.1.86.216467	0.4516	14	17
IESPGM.PTET51.1.86.217953	0.1935	12	50
IESPGM.PTET51.1.86.219650	0.3265	16	33
IESPGM.PTET51.1.86.223683	0.5833	14	10
IESPGM.PTET51.1.86.224234	0.6154	8	5
IESPGM.PTET51.1.86.229611	0.4242	14	19
IESPGM.PTET51.1.86.230276	0.2647	18	50
IESPGM.PTET51.1.86.230699	0.6170	29	18
IESPGM.PTET51.1.86.230877	0.4000	16	24
IESPGM.PTET51.1.86.231607	0.4762	20	22
IESPGM.PTET51.1.86.231638	0.4000	12	18
IESPGM.PTET51.1.86.234143	0.1842	7	31
IESPGM.PTET51.1.86.234164	0.2222	12	42
IESPGM.PTET51.1.86.238131	0.3529	6	11
IESPGM.PTET51.1.86.240140	0.5455	18	15
IESPGM.PTET51.1.86.240730	0.3962	21	32
IESPGM.PTET51.1.86.240939	0.3621	21	37
IESPGM.PTET51.1.86.241190	0.2273	10	34
IESPGM.PTET51.1.86.242371	0.4528	24	29
IESPGM.PTET51.1.86.242489	0.5479	40	33
IESPGM.PTET51.1.86.244874	0.4186	18	25
IESPGM.PTET51.1.86.245048	0.3800	19	31
IESPGM.PTET51.1.86.248049	0.3235	11	23
IESPGM.PTET51.1.86.248636	0.4688	15	17
IESPGM.PTET51.1.86.249173	0.1481	4	23
IESPGM.PTET51.1.86.253150	0.1795	7	32
IESPGM.PTET51.1.86.253774	0.5094	27	26
IESPGM.PTET51.1.86.254028	0.4390	18	23
IESPGM.PTET51.1.86.255822	0.2571	9	26
IESPGM.PTET51.1.86.259378	0.5303	35	31
IESPGM.PTET51.1.86.261152	0.5556	25	20
IESPGM.PTET51.1.86.261927	0.3710	23	39
IESPGM.PTET51.1.86.262775	0.2353	8	26
IESPGM.PTET51.1.86.264194	0.3913	9	14
IESPGM.PTET51.1.86.265289	0.2545	14	41
IESPGM.PTET51.1.86.266527	0.4211	16	22
IESPGM.PTET51.1.86.272350	0.4500	18	22
IESPGM.PTET51.1.86.273464	0.2381	5	16
IESPGM.PTET51.1.86.281046	0.2500	8	24
IESPGM.PTET51.1.86.282794	0.5128	20	19
IESPGM.PTET51.1.86.283578	0.1818	14	63
IESPGM.PTET51.1.86.284660	0.6944	25	11
IESPGM.PTET51.1.86.284872	0.5789	22	16
IESPGM.PTET51.1.86.293868	0.2698	17	46
IESPGM.PTET51.1.86.294057	0.2687	18	49
IESPGM.PTET51.1.86.294243	0.3889	7	11
IESPGM.PTET51.1.86.296576	0.5517	16	13
IESPGM.PTET51.1.86.297548	0.4865	18	19
IESPGM.PTET51.1.86.303357	0.3750	24	40
IESPGM.PTET51.1.86.308333	0.4444	20	25
IESPGM.PTET51.1.86.309717	0.2973	11	26
IESPGM.PTET51.1.86.310870	0.1587	10	53
IESPGM.PTET51.1.86.312621	0.3721	16	27
IESPGM.PTET51.1.86.312659	0.3404	16	31
IESPGM.PTET51.1.86.313003	0.2927	12	29
IESPGM.PTET51.1.86.315624	0.3115	19	42
IESPGM.PTET51.1.86.317554	0.3167	19	41
IESPGM.PTET51.1.86.317839	0.6282	49	29
IESPGM.PTET51.1.86.318365	0.1429	8	48
IESPGM.PTET51.1.86.320539	0.5283	28	25
IESPGM.PTET51.1.86.320723	0.2462	16	49
IESPGM.PTET51.1.86.321397	0.2407	13	41
IESPGM.PTET51.1.86.322766	0.4865	18	19
IESPGM.PTET51.1.86.324037	0.2807	16	41
IESPGM.PTET51.1.86.324938	0.4426	27	34
IESPGM.PTET51.1.86.325318	0.3143	11	24
IESPGM.PTET51.1.86.327768	0.3100	31	69
IESPGM.PTET51.1.86.329032	0.3143	11	24
IESPGM.PTET51.1.86.334652	0.3016	19	44
IESPGM.PTET51.1.86.344473	0.5000	13	13
IESPGM.PTET51.1.86.346023	0.8400	42	8
IESPGM.PTET51.1.86.348057	0.8250	33	7
IESPGM.PTET51.1.86.348431	0.5714	8	6
IESPGM.PTET51.1.467.929	0.5000	25	25
IESPGM.PTET51.1.220.11477	1.0000	3	0
IESPGM.PTET51.1.387.891	0.5500	22	18
IESPGM.PTET51.1.387.1214	0.3243	12	25
IESPGM.PTET51.1.387.4952	0.2941	10	24
IESPGM.PTET51.1.338.7360	1.0000	8	0
IESPGM.PTET51.1.338.7453	1.0000	11	0
IESPGM.PTET51.1.381.2374	0.7333	22	8
IESPGM.PTET51.1.381.2952	0.6400	16	9
IESPGM.PTET51.1.381.3785	0.7568	28	9
IESPGM.PTET51.1.102.7637	0.6724	39	19
IESPGM.PTET51.1.102.8871	0.2941	10	24
IESPGM.PTET51.1.102.17356	0.3696	17	29
IESPGM.PTET51.1.102.18202	0.9091	20	2
IESPGM.PTET51.1.102.19685	0.1778	8	37
IESPGM.PTET51.1.102.26834	0.2826	13	33
IESPGM.PTET51.1.102.28810	0.7143	10	4
IESPGM.PTET51.1.102.29435	0.3171	13	28
IESPGM.PTET51.1.102.30307	0.3333	13	26
IESPGM.PTET51.1.102.32048	0.4405	37	47
IESPGM.PTET51.1.102.38391	0.8235	28	6
IESPGM.PTET51.1.102.38510	0.9070	39	4
IESPGM.PTET51.1.102.39164	0.6000	12	8
IESPGM.PTET51.1.102.39186	0.5238	11	10
IESPGM.PTET51.1.102.39224	0.5000	9	9
IESPGM.PTET51.1.102.39638	0.6000	27	18
IESPGM.PTET51.1.102.39763	0.5068	37	36
IESPGM.PTET51.1.102.39952	0.6500	39	21
IESPGM.PTET51.1.102.40002	0.7451	38	13
IESPGM.PTET51.1.102.40149	0.8250	33	7
IESPGM.PTET51.1.102.40177	0.7241	21	8
IESPGM.PTET51.1.102.40596	0.5333	32	28
IESPGM.PTET51.1.102.40632	0.4400	22	28
IESPGM.PTET51.1.102.40987	0.0000	0	3
IESPGM.PTET51.1.102.41002	0.4286	3	4
IESPGM.PTET51.1.102.44076	0.4800	24	26
IESPGM.PTET51.1.102.44091	0.3611	13	23
IESPGM.PTET51.1.102.44437	0.7222	13	5
IESPGM.PTET51.1.102.44473	0.3333	2	4
IESPGM.PTET51.1.102.44527	0.5588	19	15
IESPGM.PTET51.1.102.44904	0.6129	19	12
IESPGM.PTET51.1.102.45079	0.6667	12	6
IESPGM.PTET51.1.102.45129	0.4091	9	13
IESPGM.PTET51.1.102.47171	0.4531	29	35
